timestamp,sensor_1,sensor_2,sensor_3
1544193978952,0,0.4174,0.447703
1544193979065,0,0.4174,0.483871
1544193979170,0,0.4174,0.478983
1544193979282,0,0.4174,0.447703
1544193979392,0,0.4174,0.461388
1544193979499,0,0.4174,0.465298
1544193979606,0,0.4174,0.513196
1544193979714,0,0.4174,0.490714
1544193979824,0,0.4174,0.43695
1544193979934,0,0.4174,0.501466
1544193980043,0,0.4174,0.465298
1544193980155,0,0.4174,0.462366
1544193980266,0,0.4174,0.468231
1544193980411,0,0.4174,0.514174
1544193980514,0,0.4174,0.472141
1544193980620,0,0.4174,0.500489
1544193980734,0,0.4174,0.516129
1544193980840,0,0.4174,0.487781
1544193980952,0,0.4174,0.481916
1544193981065,0,0.4174,0.573803
1544193981172,0,0.4174,0.579668
1544193981281,0,0.4174,0.484848
1544193981387,0,0.4174,0.517107
1544193981502,0,0.4174,0.521994
1544193981606,0,0.4174,0.453568
1544193981716,0,0.4174,0.462366
1544193981827,0,0.4174,0.666667
1544193981939,0,0.4174,0.55914
1544193982047,0,0.4174,0.480938
1544193982152,0,0.4174,0.500489
1544193982266,0,0.4174,0.512219
1544193982373,0,0.4174,0.465298
1544193982484,0,0.4174,0.475073
1544193982593,0,0.4174,0.610948
1544193982702,0,0.4174,0.507331
1544193982814,0,0.4174,0.498534
1544193982923,0,0.4174,0.505376
1544193983027,0,0.4174,0.477028
1544193983137,0,0.4174,0.459433
1544193983247,0,0.4174,0.501466
1544193983355,0,0.4174,0.581623
1544193983467,0,0.4174,0.462366
1544193983579,0,0.4174,0.507331
1544193983682,0,0.4174,0.524927
1544193983798,0,0.4174,0.471163
1544193983903,0,0.4174,0.462366
1544193984012,0,0.4174,0.514174
1544193984120,0,0.4174,0.604106
1544193984235,0,0.4174,0.500489
1544193984342,0,0.4174,0.509286
1544193984453,0,0.4174,0.500489
1544193984564,0,0.4174,0.466276
1544193984672,0,0.4174,0.479961
1544193984779,0,0.4174,0.523949
1544193984891,0,0.4174,0.59042
1544193984998,0,0.4174,0.511241
1544193985104,0,0.4174,0.502444
1544193985214,0,0.4174,0.500489
1544193985328,0,0.4174,0.470186
1544193985437,0.45259,0.4174,0.463343
1544193985544,0,0.4174,0.472141
1544193985654,0,0.4174,0.573803
1544193985762,0,0.4174,0.477028
1544193985874,0,0.4174,0.481916
1544193985985,0,0.4174,0.477028
1544193986094,0,0.4174,0.460411
1544193986201,0,0.4174,0.453568
1544193986313,0,0.4174,0.470186
1544193986418,0,0.4174,0.609971
1544193986530,0,0.4174,0.523949
1544193986639,0,0.4174,0.485826
1544193986750,0,0.4174,0.500489
1544193986855,0,0.4174,0.460411
1544193986966,0,0.4174,0.453568
1544193987078,0,0.4174,0.468231
1544193987190,0,0.4174,0.519062
1544193987296,0,0.4174,0.595308
1544193987407,0,0.4174,0.503421
1544193987514,0,0.4174,0.466276
1544193987624,0,0.4174,0.465298
1544193987735,0,0.4174,0.453568
1544193987843,0,0.4174,0.451613
1544193987951,0,0.4174,0.453568
1544193988060,0,0.4174,0.451613
1544193988171,0,0.4174,0.568915
1544193988280,0,0.4174,0.500489
1544193988392,0,0.4174,0.478006
1544193988500,0,0.4174,0.478006
1544193988606,0,0.4174,0.459433
1544193988717,0,0.4174,0.464321
1544193988823,0,0.4174,0.458456
1544193988940,0,0.4174,0.529814
1544193989047,0,0.4174,0.54741
1544193989155,0,0.4174,0.508309
1544193989264,0,0.4174,0.502444
1544193989375,0,0.4174,0.479961
1544193989483,0,0.4174,0.464321
1544193989593,0,0.4174,0.464321
1544193989704,0,0.4174,0.468231
1544193989812,0,0.4174,0.588465
1544193989917,0.42522,0.4174,0.533724
1544193990029,0,0.4174,0.495601
1544193990138,0,0.4174,0.497556
1544193990249,0,0.4174,0.482893
1544193990359,0,0.4174,0.463343
1544193990467,0,0.4174,0.460411
1544193990576,0,0.4174,0.470186
1544193990685,0,0.4174,0.484848
1544193990798,0,0.4174,0.565982
1544193990904,0,0.4174,0.488759
1544193991011,0,0.4174,0.506354
1544193991121,0,0.4174,0.482893
1544193991230,0,0.4174,0.469208
1544193991341,0,0.4174,0.463343
1544193991454,0,0.4174,0.463343
1544193991565,0,0.4174,0.466276
1544193991672,0,0.4174,0.565005
1544193991781,0,0.4174,0.487781
1544193991889,0,0.4174,0.476051
1544193991995,0,0.4174,0.497556
1544193992106,0,0.4174,0.468231
1544193992214,0,0.4174,0.481916
1544193992328,0,0.4174,0.484848
1544193992435,0,0.4174,0.437928
1544193992546,0,0.4174,0.518084
1544193992656,0,0.4174,0.528837
1544193992762,0.115347,0.4174,0.476051
1544193992871,0,0.4174,0.499511
1544193992984,0,0.4174,0.473118
1544193993089,0,0.4174,0.465298
1544193993203,0,0.4174,0.466276
1544193993310,0,0.4174,0.496579
1544193993421,0,0.4174,0.537634
1544193993529,0,0.4174,0.473118
1544193993637,0,0.4174,0.496579
1544193993750,0,0.4174,0.525904
1544193993859,0,0.4174,0.484848
1544193993965,0,0.4174,0.484848
1544193994078,0,0.4174,0.467253
1544193994186,0,0.4174,0.604106
1544193994296,0,0.4174,0.44868
1544193994406,0,0.4174,0.517107
1544193994511,0,0.4174,0.497556
1544193994624,0,0.4174,0.498534
1544193994730,0,0.4174,0.473118
1544193994841,0,0.4174,0.520039
1544193994952,0,0.4174,0.562072
1544193995059,0,0.4174,0.507331
1544193995171,0.0694037,0.4174,0.516129
1544193995281,0,0.4174,0.509286
1544193995387,0,0.4174,0.486804
1544193995497,0,0.4174,0.468231
1544193995610,0,0.4174,0.535679
1544193995715,0,0.4174,0.571847
1544193995829,0,0.4174,0.503421
1544193995934,0,0.4174,0.518084
1544193996047,0,0.4174,0.497556
1544193996152,0,0.4174,0.487781
1544193996266,0,0.4174,0.480938
1544193996373,0,0.4174,0.488759
1544193996481,0,0.4174,0.606061
1544193996595,0,0.4174,0.512219
1544193996701,0,0.4174,0.516129
1544193996814,0,0.4174,0.526882
1544193996920,0,0.4174,0.514174
1544193997029,0,0.4174,0.539589
1544193997137,0,0.4174,0.546432
1544193997248,0,0.4174,0.633431
1544193997359,0,0.4174,0.516129
1544193997469,0,0.4174,0.516129
1544193997575,0,0.4174,0.532747
1544193997683,0,0.4174,0.503421
1544193997795,0,0.4174,0.478006
1544193997904,0,0.4174,0.473118
1544193998011,0,0.4174,0.532747
1544193998120,0,0.4174,0.573803
1544193998230,0,0.4174,0.516129
1544193998340,0,0.4174,0.519062
1544193998453,0,0.4174,0.499511
1544193998565,0,0.4174,0.475073
1544193998672,0,0.4174,0.468231
1544193998780,0,0.4174,0.447703
1544193998887,0,0.4174,0.466276
1544193998999,0,0.4174,0.620723
1544193999105,0,0.4174,0.476051
1544193999219,0,0.4174,0.513196
1544193999327,0,0.4174,0.502444
1544193999433,0,0.4174,0.469208
1544193999546,0,0.4174,0.453568
1544193999657,0,0.4174,0.473118
1544193999763,0,0.4174,0.500489
1544193999874,0,0.4174,0.585533
1544193999984,0,0.4174,0.475073
1544194000090,0,0.4174,0.517107
1544194000203,0,0.4174,0.521017
1544194000308,0,0.4174,0.441838
1544194000423,0,0.4174,0.474096
1544194000528,0,0.4174,0.487781
1544194000637,0,0.4174,0.42913
1544194000749,0,0.4174,0.618768
1544194000859,0,0.4174,0.498534
1544194000965,0,0.4174,0.478983
1544194001077,0,0.4174,0.533724
1544194001185,0,0.4174,0.43695
1544194001296,0,0.4174,0.44868
1544194001406,0,0.4174,0.488759
1544194001512,0,0.4174,0.445748
1544194001620,0,0.4174,0.494624
1544194001733,0,0.4174,0.568915
1544194001841,0,0.4174,0.466276
1544194001952,0,0.4174,0.511241
1544194002061,0,0.4174,0.483871
1544194002170,0,0.4174,0.465298
1544194002277,0,0.4174,0.469208
1544194002386,0,0.4174,0.476051
1544194002501,0,0.4174,0.597263
1544194002608,0,0.4174,0.513196
1544194002719,0,0.4174,0.512219
1544194002825,0,0.4174,0.502444
1544194002933,0,0.4174,0.493646
1544194003042,0,0.4174,0.485826
1544194003154,0,0.4174,0.461388
1544194003262,0,0.4174,0.476051
1544194003374,0,0.4174,0.619746
1544194003484,0,0.4174,0.531769
1544194003595,0,0.4174,0.497556
1544194003702,0,0.4174,0.514174
1544194003810,0,0.4174,0.474096
1544194003921,0,0.4174,0.469208
1544194004031,0,0.4174,0.489736
1544194004143,0,0.4174,0.443793
1544194004245,0,0.4174,0.603128
1544194004358,0,0.4174,0.530792
1544194004465,0,0.4174,0.472141
1544194004579,0,0.4174,0.502444
1544194004688,0,0.4174,0.480938
1544194004798,0,0.4174,0.457478
1544194004903,0,0.4174,0.453568
1544194005016,0,0.4174,0.407625
1544194005123,0,0.4174,0.576735
1544194005235,0,0.4174,0.513196
1544194005341,0,0.4174,0.486804
1544194005448,0,0.4174,0.495601
1544194005557,0,0.4174,0.477028
1544194005672,0,0.4174,0.477028
1544194005781,0,0.4174,0.464321
1544194005890,0,0.4174,0.488759
1544194006002,0,0.4174,0.600196
1544194006108,0,0.4174,0.511241
1544194006217,0,0.4174,0.577713
1544194006326,0,0.4174,0.431085
1544194006435,0,0.4174,0.489736
1544194006546,0,0.4174,0.491691
1544194006655,0,0.4174,0.492669
1544194006761,0,0.4174,0.636364
1544194006874,0,0.4174,0.564027
1544194006982,0,0.4174,0.527859
1544194007092,0,0.4174,0.540567
1544194007202,0,0.4174,0.495601
1544194007314,0,0.4174,0.473118
1544194007419,0,0.4174,0.43695
1544194007526,0,0.4174,0.468231
1544194007638,0,0.4174,0.546432
1544194007745,0,0.4174,0.460411
1544194007857,0,0.4174,0.487781
1544194007965,0,0.4174,0.501466
1544194008078,0,0.4174,0.465298
1544194008184,0,0.4174,0.466276
1544194008299,0,0.4174,0.469208
1544194008404,0,0.4174,0.591398
1544194008512,0,0.4174,0.486804
1544194008622,0,0.4174,0.498534
1544194008735,0,0.4174,0.514174
1544194008841,0,0.4174,0.480938
1544194008953,0,0.4174,0.453568
1544194009065,0,0.4174,0.459433
1544194009168,0,0.4174,0.564027
1544194009279,0,0.4174,0.509286
1544194009389,0,0.4174,0.469208
1544194009498,0,0.4174,0.496579
1544194009610,0,0.4174,0.506354
1544194009716,0,0.4174,0.44477
1544194009828,0,0.4174,0.474096
1544194009937,0,0.4174,0.56305
1544194010047,0,0.4174,0.509286
1544194010156,0,0.4174,0.468231
1544194010263,0,0.4174,0.497556
1544194010375,0,0.4174,0.459433
1544194010484,0,0.4174,0.468231
1544194010594,0,0.4174,0.512219
1544194010698,0,0.4174,0.609971
1544194010813,0,0.4174,0.484848
1544194010923,0,0.4174,0.493646
1544194011029,0,0.4174,0.509286
1544194011135,0,0.4174,0.467253
1544194011251,0,0.4174,0.45259
1544194011356,0,0.4174,0.54741
1544194011469,0,0.4174,0.577713
1544194011578,0,0.4174,0.474096
1544194011689,0,0.4174,0.513196
1544194011793,0,0.4174,0.481916
1544194011903,0,0.4174,0.459433
1544194012014,0,0.4174,0.466276
1544194012125,0,0.4174,0.572825
1544194012234,0.637341,0.4174,0.485826
1544194012341,0,0.4174,0.481916
1544194012451,0,0.4174,0.486804
1544194012560,0,0.4174,0.459433
1544194012672,0,0.4174,0.43695
1544194012779,0,0.4174,0.480938
1544194012886,0,0.4174,0.55523
1544194012999,0,0.4174,0.467253
1544194013111,0,0.4174,0.482893
1544194013216,0,0.4174,0.482893
1544194013329,0,0.4174,0.446725
1544194013438,0,0.4174,0.450635
1544194013542,0,0.4174,0.484848
1544194013656,0,0.4174,0.542522
1544194013762,0,0.4174,0.457478
1544194013873,0,0.4174,0.479961
1544194013983,0,0.4174,0.465298
1544194014095,0.627566,0.4174,0.44086
1544194014202,0,0.4174,0.461388
1544194014310,0,0.4174,0.525904
1544194014422,0,0.4174,0.481916
1544194014531,0,0.4174,0.454545
1544194014640,0,0.4174,0.485826
1544194014751,0,0.4174,0.456501
1544194014856,0,0.4174,0.454545
1544194014967,0,0.4174,0.456501
1544194015077,0,0.4174,0.548387
1544194015187,0,0.4174,0.508309
1544194015297,0,0.4174,0.472141
1544194015402,0,0.4174,0.488759
1544194015511,0,0.4174,0.474096
1544194015626,0,0.4174,0.455523
1544194015734,0,0.4174,0.442815
1544194015843,0,0.4174,0.465298
1544194015953,0,0.4174,0.558162
1544194016064,0,0.4174,0.484848
1544194016169,0,0.4174,0.483871
1544194016281,0,0.4174,0.475073
1544194016386,0,0.4174,0.478006
1544194016499,0,0.4174,0.482893
1544194016609,0,0.4174,0.490714
1544194016719,0,0.4174,0.572825
1544194016830,0,0.4174,0.465298
1544194016934,0,0.4174,0.505376
1544194017045,0,0.4174,0.479961
1544194017155,0,0.4174,0.476051
1544194017266,0,0.4174,0.486804
1544194017371,0,0.4174,0.470186
1544194017484,0,0.4174,0.573803
1544194017590,0,0.4174,0.522972
1544194017703,0,0.4174,0.496579
1544194017813,0,0.4174,0.504399
1544194017917,0,0.4174,0.478983
1544194018028,0,0.4174,0.460411
1544194018136,0,0.4174,0.474096
1544194018249,0,0.4174,0.470186
1544194018356,0,0.4174,0.57087
1544194018464,0,0.4174,0.531769
1544194018579,0,0.4174,0.488759
1544194018687,0,0.4174,0.489736
1544194018796,0,0.4174,0.451613
1544194018907,0,0.4174,0.471163
1544194019017,0,0.4174,0.460411
1544194019126,0,0.4174,0.460411
1544194019234,0,0.4174,0.507331
1544194019343,0,0.4174,0.557185
1544194019450,0,0.4174,0.477028
1544194019560,0,0.4174,0.492669
1544194019668,0,0.4174,0.484848
1544194019778,0,0.4174,0.478983
1544194019889,0,0.4174,0.468231
1544194019999,0,0.4174,0.474096
1544194020109,0,0.4174,0.560117
1544194020218,0,0.4174,0.521017
1544194020329,0,0.4174,0.507331
1544194020438,0,0.4174,0.516129
1544194020544,0,0.4174,0.492669
1544194020656,0,0.4174,0.484848
1544194020761,0,0.4174,0.482893
1544194020875,0,0.4174,0.45259
1544194020980,0,0.4174,0.542522
1544194021093,0,0.4174,0.528837
1544194021198,0,0.4174,0.482893
1544194021309,0,0.4174,0.496579
1544194021418,0,0.4174,0.467253
1544194021531,0,0.4174,0.472141
1544194021636,0,0.4174,0.558162
1544194021747,0,0.4174,0.471163
1544194021858,0,0.4174,0.533724
1544194021966,0,0.4174,0.497556
1544194022076,0,0.4174,0.476051
1544194022184,0,0.4174,0.490714
1544194022296,0,0.4174,0.462366
1544194022403,0,0.4174,0.464321
1544194022513,0,0.4174,0.481916
1544194022624,0,0.4174,0.542522
1544194022730,0,0.4174,0.475073
1544194022844,0,0.4174,0.490714
1544194022952,0,0.4174,0.492669
1544194023059,0,0.4174,0.478006
1544194023167,0,0.4174,0.469208
1544194023280,0,0.4174,0.545455
1544194023389,0,0.4174,0.55523
1544194023499,0,0.4174,0.481916
1544194023607,0,0.4174,0.507331
1544194023720,0,0.4174,0.495601
1544194023827,0,0.4174,0.478006
1544194023932,0,0.4174,0.467253
1544194024046,0,0.4174,0.5435
1544194024153,0,0.4174,0.533724
1544194024262,0,0.4174,0.487781
